mode,sample_fraction,fake_hit_threshold,final_test_mae_mean,final_test_accuracy_mean,total_time_sec_mean,total_time_fair_sec_mean,total_wall_time_sec_mean,fake_eval_time_sec_mean,hits_mean,misses_mean,hit_rate_overall_mean,fake_hits_mean,final_test_mae_std,final_test_accuracy_std,total_time_sec_std,total_time_fair_sec_std,total_wall_time_sec_std,fake_eval_time_sec_std,hits_std,misses_std,hit_rate_overall_std,fake_hits_std,fake_hit_rate_overall_mean
fec_simple_farthest_point,0.1,0.0,0.37174872066349035,0.6282512793365096,31.34466462135315,25.863595061407736,39.07775715308574,5.481069559945414,26874.933333333334,10566.5,0.7175580957702948,7500.1,0.006844768422279019,0.006844768422279038,5.259465715118556,4.851377847530381,5.254903908086345,0.6588007680714183,1748.9067048365448,1419.4032490216914,0.038791801801627106,1393.3744256300959,0.2790741806491303
fec_simple_farthest_point,0.2,0.0,0.3724369154755603,0.6275630845244398,29.69241586526235,25.06510264755537,60.69866843209602,4.627313217706979,25565.566666666666,11939.133333333333,0.6812845223224819,2999.366666666667,0.006638375807837434,0.006638375807837447,6.8797731583570645,6.4193590607786915,6.933546013105426,0.686508460847437,2483.4191173102904,2183.471986437095,0.0602395557194562,1101.9958403833573,0.11732056268392252
fec_simple_farthest_point,0.3,0.0,0.37113110993470966,0.6288688900652902,32.00481550693512,27.5579372855369,102.12730516387771,4.44687822139822,23918.133333333335,13597.233333333334,0.6375292906316048,1529.4333333333334,0.005709680831444497,0.005709680831444514,4.8961278214926605,4.7139243649243685,5.160895142900108,0.4163287475605481,1678.4542240473004,1625.3494123486878,0.04317619497470485,684.5902756799541,0.06394451071990011
fec_simple_farthest_point,0.4,0.0,0.37277218987118405,0.6272278101288159,33.73622674942017,29.315989820100366,159.30342636300873,4.420236929319799,23482.266666666666,14093.4,0.6249547783437849,492.76666666666665,0.00619184261850105,0.006191842618501053,4.860999977552009,4.680347478784189,4.987880283389038,0.4014503551981566,1680.7313077612641,1668.6008829755144,0.043451476777501795,302.5093589002202,0.02098462953604706
fec_simple_kmeans,0.1,0.0,0.37331921651667543,0.6266807834833246,33.220280051231384,30.623686216321463,51.38530880670684,2.5965938349099207,17049.066666666666,20584.266666666666,0.45292980991938697,2356.0333333333333,0.007026219173334908,0.007026219173334912,5.918792371339718,5.972408449376318,5.4581079919345035,0.5547271731228257,2477.9382953486866,2425.308900371708,0.064138026557267,1224.8108556925115,0.13819133794225297
fec_simple_kmeans,0.2,0.0,0.3734250926416093,0.6265749073583907,30.23881368637085,28.044024880665045,48.2368183464588,2.1947888057058056,17213.533333333333,20148.866666666665,0.4617864192482052,405.9,0.004212042702759323,0.004212042702759339,5.909838230693485,5.92040375871205,5.812029352391017,0.3353278672249069,2706.0944518294677,3204.8237261284035,0.07845340032009089,201.5827952314714,0.02358028373024326
fec_simple_kmeans,0.3,0.0,0.3718898888300688,0.6281101111699312,33.25234843889872,30.90099776997231,52.34191210241988,2.351350668926413,16388.1,21035.966666666667,0.4382597336444353,289.73333333333335,0.007095477918610847,0.007095477918610854,4.600382829071213,4.740434405956293,5.397940168906404,0.5615581936188145,2756.719806218979,2938.826857589416,0.07606668957537245,180.57794869683164,0.017679495080780164
fec_simple_kmeans,0.4,0.0,0.3700194106229045,0.6299805893770956,34.207671459515886,31.797321585969378,54.09728071449014,2.4103498735465108,16589.666666666668,20627.633333333335,0.4459249840701963,163.76666666666668,0.004925389751130926,0.004925389751130972,6.281777437152535,6.2734624313006675,6.176925372224855,0.4314257787103106,2290.3937846774047,2405.459228274071,0.06122795699387557,95.94675027789576,0.009871606823524684
fec_simple_kmedoids,0.1,0.0,0.3724369154755603,0.6275630845244398,33.59398686091105,31.033570220228285,50.834440925049904,2.560416640682767,16890.2,20660.2,0.4498017689968419,2211.0,0.005945007005963112,0.005945007005963104,5.767153426778073,5.671384812129325,5.076925242968301,0.4518624886620736,2054.5011462639777,2067.1763737039964,0.05408436368736367,743.4748594718362,0.1309043113758274
fec_simple_kmedoids,0.2,0.0,0.37284277395447324,0.6271572260455268,31.023941612243654,28.750066572396705,49.132908434545,2.273875039846947,16875.1,20804.8,0.44737554825683107,573.8666666666667,0.006063892726965806,0.006063892726965793,4.857968912665795,4.895304076034682,4.8107437360811645,0.29561291721381083,1941.0853724999668,1576.9797377687937,0.046525199383500464,343.491652817875,0.03400671205899027
fec_simple_kmedoids,0.3,0.0,0.3719251808717134,0.6280748191282866,34.563337747255964,32.23314204895869,53.33382801402671,2.3301956982972722,16473.2,21039.433333333334,0.4388376176894502,329.26666666666665,0.005692886371225501,0.005692886371225512,6.182756048227947,6.19955564340855,6.301707135116392,0.43928849674644216,2153.625584914889,1963.0604284014178,0.05436101986174099,292.24851677220806,0.01998802094715457
fec_simple_kmedoids,0.4,0.0,0.37061937533086287,0.6293806246691371,31.883780090014138,29.437954697882137,51.349666557864595,2.445825392132004,17648.633333333335,19601.866666666665,0.4732880059687596,304.93333333333334,0.005664372683959784,0.0056643726839597855,6.9587684380960315,7.044213311580526,6.879914968255175,0.4222901067001561,2754.6475816134616,2522.4350105051717,0.06773098023355079,473.7197436834943,0.017278013972753317
fec_simple_stratified,0.1,0.0,0.3730368801835186,0.6269631198164815,30.288692728678384,24.894766313256696,30.59472005055286,5.3939264154216895,27209.966666666667,10331.233333333334,0.7248399370975697,6503.733333333334,0.006353057644365387,0.006353057644365387,5.8032590246747455,5.312217626174687,5.797867257743716,0.7614460728309596,1742.0806618013473,1684.6741066317709,0.044136806555351786,1929.3807803426353,0.2390202609583008
fec_simple_stratified,0.2,0.0,0.37256043762131635,0.6274395623786836,31.66005423069,26.69507485719708,31.96702401127356,4.9649793734929215,25504.133333333335,12020.933333333332,0.67947963510186,2955.7,0.007057106814891788,0.007057106814891796,5.800721678493063,5.362939098800519,5.802470897375297,0.6505826333715778,1919.2689534183473,1707.0303245369983,0.045645599915005886,1263.7229166237353,0.11589101897208817
fec_simple_stratified,0.3,0.0,0.37130757014293275,0.6286924298570672,32.273970222473146,27.549016440659763,32.57236358129109,4.724953781813383,24809.433333333334,13078.433333333332,0.654685607823075,1787.9666666666667,0.006113677768510175,0.006113677768510166,5.993413902357567,5.6539406011792455,6.000081132301375,0.5974121565331183,2143.9527464216394,1986.400155781531,0.05229054887201725,736.7398221594618,0.07206801713864215
fec_simple_stratified,0.4,0.0,0.3721722251632257,0.6278277748367743,33.978547596931456,29.427269234803195,34.26576104586323,4.551278362128262,23663.233333333334,13749.4,0.6325656449422566,1350.4333333333334,0.00400953163148929,0.004009531631489299,4.864118156480169,4.7160389852930535,4.873917867797739,0.39456835360377546,1534.6241599239281,1540.191494587605,0.04027611268061898,583.9471256505641,0.05706884238135955
