experiment_folder,source,sampling_method,mode,sample_fraction,speedup,speedup_pvalue,delta_mae_vs_baseline,delta_accuracy_vs_baseline,fake_hit_ratio_mean,final_test_mae_mean,final_test_mae_std,final_test_accuracy_mean,final_test_accuracy_std,total_time_sec_mean,total_time_sec_std,mae_pvalue
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.081578947368421,0.0191045569870405,0.918421052631579,0.0191045569870404,17.636961253484092,5.766877718313418,
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.0475871360134117,0.2674246124136174,-0.0007730865625602,0.0007730865625601,0.0,0.0808058608058607,0.0078360886659168,0.9191941391941392,0.0078360886659168,16.835794032944573,6.665744087823908,0.8333038334513633
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,1.0788456698557245,0.159739940855263,-0.005559411348885,0.0055594113488849,0.0,0.0760195360195359,0.0074487479457984,0.923980463980464,0.0074487479457984,16.347992809613547,6.671580734499169,0.1359541656399369
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,1.0969592971396718,0.107438568632392,-0.0064873722768459,0.0064873722768459,0.0,0.075091575091575,0.0059988325555851,0.924908424908425,0.0059988325555851,16.07804528342353,5.917963335890142,0.0816424273362458
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.4,0.9809210792437444,0.6005757090375581,-0.0082822440717177,0.0082822440717177,,0.0732967032967032,0.0054107164361824,0.9267032967032968,0.0054107164361825,17.980000253518423,6.190754982759749,0.0289219564047902
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,1.107329271324699,0.0914764199413272,-0.0067071524966261,0.0067071524966261,0.0,0.0748717948717948,0.007025331630615,0.9251282051282051,0.007025331630615,15.927476776970757,6.391426965418637,0.073645535810531
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,kmeans,kmeans,0.1,1.0765304015999728,0.2034847509868738,3.277424330055956e-05,-3.277424330072609e-05,,0.0816117216117215,0.0071495225780254,0.9183882783882784,0.0071495225780254,16.38315204779307,5.663951983753007,0.9931430542438476
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.091662823244414,0.2016671014521107,-0.0037034894929631,0.0037034894929631,0.0,0.0778754578754578,0.0071708851809757,0.9221245421245422,0.0071708851809757,16.156051921844483,7.509768146941669,0.3347392412401941
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,1.0224819116277128,0.4093747025354519,-0.0067071524966261,0.0067071524966261,0.0,0.0748717948717948,0.0079634744273706,0.9251282051282051,0.0079634744273706,17.24916700522105,7.001191399007864,0.088893503680618
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,1.0213031510627395,0.4065076671548829,-0.0078060535955273,0.0078060535955272,0.0,0.0737728937728937,0.0062339974797083,0.9262271062271062,0.0062339974797084,17.26907552878062,6.021231582392297,0.0437553917416542
Wisconsin_Breast_Cancer_without_ID_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.9115416392668186,0.8131302060567496,-0.0083921341816078,0.0083921341816077,0.0,0.0731868131868131,0.0065480737053652,0.9268131868131868,0.0065480737053652,19.34849763711293,8.499336901338108,0.0315663677726495
analcatdata_boxing1_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.3347222222222222,0.128867634741818,0.6652777777777777,0.128867634741818,6.095538671811422,2.0128788675279528,
analcatdata_boxing1_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.2007714491568084,0.0177829424700296,-0.0211805555555555,0.0211805555555555,0.0,0.3135416666666666,0.0336304036687924,0.6864583333333333,0.0336304036687924,5.076352103551229,1.559854588218689,0.3979558886897534
analcatdata_boxing1_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,1.096485681384122,0.1415179162073184,-0.0329861111111111,0.0329861111111111,0.0,0.3017361111111111,0.0350143957387617,0.6982638888888889,0.0350143957387617,5.559159390131632,1.746887972408121,0.1925000070596938
analcatdata_boxing1_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,1.1136470368210571,0.1010305580968442,-0.0454861111111111,0.0454861111111112,0.0,0.2892361111111111,0.0405834307740863,0.710763888888889,0.0405834307740863,5.473492471377055,1.6376140487838284,0.0784895434021848
analcatdata_boxing1_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,1.1315871187049222,0.0895780893859006,-0.0319444444444444,0.0319444444444445,0.0,0.3027777777777777,0.0374549626671161,0.6972222222222223,0.0374549626671161,5.386716206868489,1.9565556682676932,0.2085986176152705
analcatdata_boxing1_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.1920458440745034,0.0247286324183735,-0.0128472222222222,0.0128472222222222,0.0,0.3218749999999999,0.0331974225767715,0.678125,0.0331974225767715,5.113510274887085,1.6986676738356392,0.6066276962781882
analcatdata_boxing1_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,0.9301438487317862,0.8173906954849947,-0.0447916666666666,0.0447916666666666,0.0,0.2899305555555555,0.0326185663681526,0.7100694444444444,0.0326185663681526,6.553329014778138,1.8011016858445148,0.078777341509922
analcatdata_boxing1_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,1.164861885625482,0.0389660657131699,-0.0267361111111111,0.0267361111111111,0.0,0.307986111111111,0.0384790532443334,0.6920138888888889,0.0384790532443334,5.232842405637105,1.6245927423108557,0.2918833121098441
analcatdata_boxing1_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,1.055189492442882,0.2657913147503756,-0.0517361111111111,0.0517361111111112,0.0,0.282986111111111,0.0478171773109586,0.717013888888889,0.0478171773109585,5.776724195480346,1.8410040561353385,0.0499535775556266
analcatdata_boxing2_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.3123456790123456,0.1084805197590798,0.6876543209876543,0.1084805197590798,10.447266936302183,1.8186405545084972,
analcatdata_boxing2_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.0717901244195676,0.0694232113252823,-0.0202821869488536,0.0202821869488535,0.0,0.292063492063492,0.0369128681999965,0.7079365079365079,0.0369128681999965,9.747493187586466,1.7312832296129954,0.3469250702444916
analcatdata_boxing2_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.942155188205394,0.892080104455591,-0.0532980599647266,0.0532980599647265,0.0,0.259047619047619,0.0348975392600921,0.7409523809523809,0.0348975392600922,11.088690129915872,2.075934238824886,0.0165107641688152
analcatdata_boxing2_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.9697618339749616,0.7649460654256461,-0.0672663139329806,0.0672663139329805,0.0,0.245079365079365,0.0145339976409645,0.7549206349206349,0.0145339976409645,10.77302340666453,1.5851107968117863,0.0024346545877748
analcatdata_boxing2_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.923275652562092,0.9428808267687036,-0.0682186948853615,0.0682186948853615,0.0,0.2441269841269841,0.0380542107116263,0.7558730158730159,0.0380542107116263,11.315436410903931,2.2759606678077557,0.0029000140704355
analcatdata_boxing2_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.246078228594004,0.000189751276689,-0.0193298059964726,0.0193298059964726,0.0,0.293015873015873,0.0463111389661346,0.7069841269841269,0.0463111389661347,8.384118024508158,2.3024185109112607,0.3828763590528112
analcatdata_boxing2_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,0.9949038750119216,0.5447015089646492,-0.0523456790123456,0.0523456790123456,0.0,0.26,0.020150604536582,0.74,0.020150604536582,10.50078022480011,1.7950123753971825,0.0157538165986236
analcatdata_boxing2_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.9619714818678056,0.7846048313324865,-0.0596472663139329,0.0596472663139329,0.0,0.2526984126984127,0.0379149171475139,0.7473015873015872,0.0379149171475139,10.860266788800557,2.132654406087928,0.0082675507411385
analcatdata_boxing2_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.9981488796123392,0.5119184477564281,-0.0494885361552028,0.0494885361552027,0.0,0.2628571428571428,0.0559451194207255,0.7371428571428571,0.0559451194207255,10.4666419506073,2.959757400709248,0.0344551003077142
analcatdata_creditscore_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.0199999999999999,0.0305505046330389,0.98,0.0305505046330389,14.92312060991923,1.8658846302785053,
analcatdata_creditscore_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.078469445696537,0.0383518377699145,0.0249999999999999,-0.0249999999999999,0.0,0.0449999999999999,0.0378593889720018,0.955,0.0378593889720018,13.83731423219045,2.6460809610434035,0.0076625710065074
analcatdata_creditscore_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,1.042436785940168,0.1342204320964362,-0.00625,0.00625,0.0,0.0137499999999999,0.0081330088733096,0.98625,0.0081330088733096,14.315612045923867,2.25501507663263,0.294757943354362
analcatdata_creditscore_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.9911495082469136,0.597238523132384,-0.0079166666666667,0.0079166666666667,0.0,0.0120833333333332,0.005086064839889,0.9879166666666668,0.005086064839889,15.056376949946086,2.221284337915367,0.1786444206370983
analcatdata_creditscore_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.990840287923325,0.6050035227298406,-0.0116666666666667,0.0116666666666667,0.0,0.0083333333333332,0.006718548123582,0.9916666666666668,0.0067185481235821,15.061075727144877,2.0561685568162504,0.0531466276260562
analcatdata_creditscore_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.0403742656845043,0.1539281764135575,0.0333333333333332,-0.0333333333333333,0.0,0.0533333333333332,0.0387208671849631,0.9466666666666668,0.0387208671849631,14.343992447853088,2.3872085310197915,0.0006041686067983
analcatdata_creditscore_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,1.0086910327979897,0.4119255405971098,0.0033333333333332,-0.0033333333333332,0.0,0.0233333333333332,0.0132024829314623,0.9766666666666668,0.0132024829314623,14.794540770848592,2.4700663228106925,0.5926685944631197
analcatdata_creditscore_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,1.0536630729801386,0.0744651794606977,-0.0033333333333333,0.0033333333333332,0.0,0.0166666666666666,0.0122190652488459,0.9833333333333332,0.0122190652488459,14.16308589776357,2.0844901763843406,0.5885585771943654
analcatdata_creditscore_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,1.0097556376614223,0.4050030209815831,-0.005,0.005,0.0,0.0149999999999999,0.0081649658092772,0.985,0.0081649658092772,14.778942600886028,2.61595506083232,0.4006230952924698
analcatdata_lawsuit_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.0930817610062892,0.0322905601333168,0.9069182389937108,0.0322905601333167,6.649104309082031,2.539229558347527,
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.0082383603956504,0.4656959860275882,-0.0298906077677427,0.0298906077677426,0.0,0.0631911532385465,0.0105502735273706,0.9368088467614534,0.0105502735273706,6.594774182637533,2.2359938873455483,3.501796598582965e-05
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.9948959404590824,0.5193492332530829,-0.0311544308325136,0.0311544308325136,0.0,0.0619273301737756,0.008986706258027,0.9380726698262244,0.0089867062580271,6.683215840657552,2.7859373825617237,1.7551981146719e-05
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.9084488803758318,0.8276682860602118,-0.0338400548451518,0.0338400548451519,0.0,0.0592417061611374,0.0086311458955119,0.9407582938388628,0.0086311458955119,7.319183778762818,2.8096664290401696,4.801784535073735e-06
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.9826480084424032,0.5714629527645267,-0.0341560106113446,0.0341560106113446,0.0,0.0589257503949446,0.0085381163455744,0.9410742496050554,0.0085381163455744,6.766516852378845,2.401688665140385,4.115747958913921e-06
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.1031925866923695,0.1653349641288037,-0.0292586962353572,0.0292586962353571,0.0,0.063823064770932,0.0084544001012699,0.936176935229068,0.0084544001012699,6.027147380510966,2.281895212964174,4.205641621274221e-05
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,1.0414959307916682,0.3390582434163016,-0.0298906077677427,0.0298906077677427,0.0,0.0631911532385465,0.0069582039638373,0.9368088467614536,0.0069582039638373,6.3841865460077925,2.2907680608903425,2.9378597055967e-05
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,1.0387952752726402,0.3673819764353836,-0.0303645414170318,0.0303645414170318,0.0,0.0627172195892574,0.0076108622246103,0.9372827804107424,0.0076108622246103,6.400784126917521,2.996412201424376,2.405608714027335e-05
analcatdata_lawsuit_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.9150060025485314,0.800136856171372,-0.0313124087156099,0.0313124087156101,0.0,0.0617693522906792,0.0079759276849063,0.9382306477093209,0.0079759276849064,7.2667329947153725,2.986160630955996,1.5576516504275478e-05
appendicitis_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.1742424242424242,0.0704993340856475,0.8257575757575758,0.0704993340856475,12.802336112658184,2.933204054488141,
appendicitis_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.3107745211871376,8.43168249676814e-05,-0.0325757575757575,0.0325757575757574,0.0,0.1416666666666666,0.0290550992190245,0.8583333333333333,0.0290550992190245,9.76700104077657,2.811484539209054,0.0269088378416949
appendicitis_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,1.0509461746108173,0.1972679934344917,-0.0722582972582972,0.0722582972582972,0.0,0.1019841269841269,0.0170265380578769,0.898015873015873,0.0170265380578769,12.181723880767825,2.5636306803773063,6.636808115565765e-06
appendicitis_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,1.072254459058058,0.1414681410709423,-0.079004329004329,0.0790043290043289,0.0,0.0952380952380952,0.0223775748886852,0.9047619047619048,0.0223775748886852,11.939643621444702,3.1255573780171177,1.6734211333280383e-06
appendicitis_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.9418131319787116,0.8525379329097125,-0.0909090909090909,0.0909090909090908,0.0,0.0833333333333333,0.0184427778390829,0.9166666666666666,0.0184427778390829,13.59328690369924,2.7632994899543197,1.1935302084141253e-07
appendicitis_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.2632841667853345,0.0003306943046947,-0.0385281385281385,0.0385281385281384,0.0,0.1357142857142856,0.0329054165740125,0.8642857142857142,0.0329054165740125,10.13416968981425,2.7055818855974323,0.0109048667725307
appendicitis_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,1.0372314896558432,0.2668924923248136,-0.0655122655122655,0.0655122655122654,0.0,0.1087301587301586,0.018629673959215,0.8912698412698412,0.018629673959215,12.342795451482138,2.6501432189832865,2.9635898672595656e-05
appendicitis_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.9457531051791788,0.852387942205505,-0.0813852813852813,0.0813852813852813,0.0,0.0928571428571428,0.0160897896291375,0.9071428571428573,0.0160897896291374,13.536657762527463,2.323528501445717,9.08792269406036e-07
appendicitis_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.9257857473484506,0.9295276345474814,-0.0829725829725829,0.0829725829725829,0.0,0.0912698412698412,0.0148478467729124,0.9087301587301588,0.0148478467729124,13.82861655553182,2.2539147103875923,6.411501536822626e-07
backache_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.1768518518518518,0.0534235990250061,0.8231481481481482,0.0534235990250061,15.724682585398355,3.456578368009495,
backache_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.6113840890695743,1.8163451754743784e-10,-0.0555555555555555,0.0555555555555554,0.0,0.1212962962962962,0.0118576374767275,0.8787037037037037,0.0118576374767275,9.758494385083516,2.2554034503171216,5.17763881748192e-06
backache_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,1.2915985525681457,0.0001249837466162,-0.0576388888888888,0.0576388888888887,0.0,0.1192129629629629,0.0134279213076603,0.880787037037037,0.0134279213076603,12.174589816729227,3.470524515655199,2.931779096643049e-06
backache_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,1.0728714792830614,0.1352063654693052,-0.0680555555555555,0.0680555555555555,0.0,0.1087962962962962,0.0108079791943784,0.8912037037037037,0.0108079791943784,14.656632121404012,3.842388825020608,1.5013803332939277e-07
backache_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,1.0475141368825138,0.2177661477698043,-0.0664351851851852,0.0664351851851851,0.0,0.1104166666666666,0.0105088513544594,0.8895833333333333,0.0105088513544594,15.011427561442057,3.4613912021571163,2.3562676566146295e-07
backache_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,2.3815874980833085,1.6613558081388175e-16,-0.0451388888888888,0.0451388888888888,0.0,0.1317129629629629,0.0124849875557053,0.868287037037037,0.0124849875557053,6.602605446179708,2.2123315077673302,0.0001021353307761
backache_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,1.5669177519865445,1.4181999519474014e-08,-0.0627314814814814,0.0627314814814814,0.0,0.1141203703703703,0.0143088513523385,0.8858796296296296,0.0143088513523384,10.035423088073731,3.297588291804415,6.904026809955451e-07
backache_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,1.459439307851662,2.154566010365831e-08,-0.0643518518518518,0.0643518518518517,0.0,0.1124999999999999,0.0116754816786282,0.8875,0.0116754816786282,10.774468318621318,2.262335512921074,4.239565429617305e-07
backache_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,1.2718313122543663,0.0001100169193473,-0.0655092592592592,0.0655092592592592,0.0,0.1113425925925925,0.0115485830400615,0.8886574074074074,0.0115485830400614,12.363811484972636,3.013395291589961,3.059548458588859e-07
biomed_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.2055555555555555,0.0674789890126983,0.7944444444444444,0.0674789890126983,21.56991287867228,6.163550445864353,
biomed_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.2351148517977235,0.0017593363053132,-0.0380904856952761,0.0380904856952761,0.0,0.1674650698602794,0.0126064931534036,0.8325349301397206,0.0126064931534036,17.463892404238383,3.721935362054681,0.0054481884901285
biomed_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,1.0909731967629677,0.088091387249156,-0.0494677312042581,0.0494677312042581,0.0,0.1560878243512973,0.0155329951763223,0.8439121756487026,0.0155329951763223,19.77125830650329,3.420891537756203,0.0005357203380601
biomed_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.9754917258150656,0.6510750823326378,-0.0488689288090486,0.0488689288090485,0.0,0.1566866267465069,0.0133075515375515,0.843313373253493,0.0133075515375515,22.11183581352234,4.229425950225206,0.0005849701848146
biomed_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.934280131715115,0.8515730539204984,-0.0478709248170326,0.0478709248170327,0.0,0.1576846307385229,0.0146131778185414,0.8423153692614771,0.0146131778185414,23.087200665473937,4.709884908542984,0.0007423527273948
biomed_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.3476871785181073,3.612174783121663e-05,-0.0185296074517632,0.0185296074517631,0.0,0.1870259481037923,0.0184033668013724,0.8129740518962075,0.0184033668013724,16.005133255322775,2.838008697091566,0.1629926312315438
biomed_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,1.0654145098590666,0.1857497258476265,-0.0444777112441783,0.0444777112441783,0.0,0.1610778443113772,0.0126883952697108,0.8389221556886227,0.0126883952697108,20.245559525489806,4.966918446260143,0.0014761658129676
biomed_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,1.024014487024108,0.3499893814231004,-0.0474717232202262,0.0474717232202263,0.0,0.1580838323353293,0.0166950288753105,0.8419161676646707,0.0166950288753105,21.064070041974382,3.3684129451364,0.0008436797220109
biomed_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.977067804798066,0.635712002632848,-0.0502661343978709,0.0502661343978709,0.0,0.1552894211576846,0.0125542396754621,0.8447105788423154,0.0125542396754622,22.076167869567872,4.806446458008844,0.0004268519873921
breast_cancer_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.2614942528735632,0.0607267606875381,0.7385057471264368,0.0607267606875381,19.230105352401733,3.923865578629855,
breast_cancer_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,1.0935943254833254,0.0710563298452932,-0.0340088727566041,0.0340088727566041,0.0,0.227485380116959,0.014086771310463,0.7725146198830409,0.014086771310463,17.584313400586446,4.478055448150764,0.0060725367670058
breast_cancer_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.9283766432602092,0.9322048581979396,-0.0427808025811655,0.0427808025811654,0.0,0.2187134502923976,0.0120239094707322,0.7812865497076023,0.0120239094707321,20.71368931134542,3.5299374882323797,0.0007796346933428
breast_cancer_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.9293507398313016,0.9279227009546884,-0.0445351885460778,0.0445351885460778,0.0,0.2169590643274853,0.0152664064119375,0.7830409356725146,0.0152664064119375,20.691978311538698,3.587806094092785,0.0005500920096936
breast_cancer_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.8965164144673285,0.9660361861469844,-0.0448275862068965,0.0448275862068965,0.0,0.2166666666666666,0.0100399325809294,0.7833333333333333,0.0100399325809294,21.449808438618977,5.078851868971105,0.0004613670800378
breast_cancer_Gen_50_Pop_1000,FEC,stratified,stratified,0.1,1.2070382539857805,0.0011677472870515,-0.0230439604759024,0.0230439604759024,0.0,0.2384502923976607,0.0117950838897835,0.7615497076023392,0.0117950838897835,15.931645321846007,3.9650320399616334,0.0535949941159059
breast_cancer_Gen_50_Pop_1000,FEC,stratified,stratified,0.2,1.073078128051353,0.1498341947116927,-0.0357632587215164,0.0357632587215164,0.0,0.2257309941520467,0.0136709587456853,0.7742690058479532,0.0136709587456853,17.92050816218058,5.471093866606238,0.0040854855703065
breast_cancer_Gen_50_Pop_1000,FEC,stratified,stratified,0.3,0.9262775491013706,0.8899344513219782,-0.0401492236337971,0.0401492236337971,0.0,0.221345029239766,0.0146228067252046,0.7786549707602339,0.0146228067252046,20.760629868507387,5.359825218611036,0.0015310757727929
breast_cancer_Gen_50_Pop_1000,FEC,stratified,stratified,0.5,0.9597011053972212,0.7481975927019298,-0.0407340189554346,0.0407340189554346,0.0,0.2207602339181286,0.0115117074181459,0.7792397660818714,0.0115117074181459,20.03759841918945,5.12965713602156,0.0012530826872833
bupa_Gen_50_Pop_1000,baseline,,baseline_simple,1.0,1.0,,0.0,0.0,0.0,0.4439613526570048,0.0727995441170833,0.5560386473429951,0.0727995441170833,9.159256211916606,2.570505876368684,
bupa_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.1,0.9279272378558348,0.8876451538817451,-0.0823671497584541,0.082367149758454,0.0,0.3615942028985507,0.0230179422815486,0.6384057971014492,0.0230179422815486,9.870662093162537,1.7637897982285469,1.4125662754824784e-06
bupa_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.2,0.8258273937241117,0.9988093831767616,-0.0846618357487922,0.0846618357487922,0.0,0.3592995169082125,0.0122362724992521,0.6407004830917874,0.0122362724992521,11.091005555788676,2.013480733310669,7.816820478241653e-07
bupa_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.3,0.810704380132567,0.999449708647846,-0.0868357487922705,0.0868357487922706,0.0,0.3571256038647342,0.0154763828192329,0.6428743961352658,0.0154763828192328,11.29789900779724,2.1436898024512328,5.050736731759342e-07
bupa_Gen_50_Pop_1000,FEC,farthest_point,farthest_point,0.5,0.9229380993417404,0.8781917647677071,-0.0760869565217391,0.0760869565217391,0.0,0.3678743961352657,0.0304251959443293,0.6321256038647343,0.0304251959443293,9.924020059903462,2.369360666863399,6.872577512104178e-06
